id,Supplements,Category,Full_name,Brand,Rating,Count_review,Price,Serving_size,Composition
36033,Vitamins,Vitamin-D,"Solgar, витамин D3 (холекальциферол), 55 мкг (2200 МЕ), 100 растительных капсул",Солгар,4.8,353,860.83,1,[' Витамин\xa0D3  275%']
18451,Vitamins,Vitamin-D,"Thorne Research, D-5,000, 125 мкг (5000 МЕ), 60 капсул",Торн Ресерч,4.8,472,1164.34,NULL,['Витамин\xa0D  625%']
101682,Vitamins,Vitamin-D,"21st Century, D3, 25 мкг (1000 МЕ), 60 таблеток",21 Сенчури,4.3,5803,155.25,1,"['Витамин\xa0D3 125%', 'Кальций 90\xa0мг7%']"
42431,Vitamins,Vitamin-D,"Nature's Plus, Витамин D3, 25 мкг (1000 МЕ), 180 капсул",Натурес Плюс,4.8,44,936.13,1,[]
46284,Vitamins,Vitamin-D,"Life Extension, витамин D3, 25 мкг (1000 МЕ), 250 капсул",Лайф Экстэншн,4.8,326,728.1,1,[]
26975,Vitamins,Vitamin-D,"Superior Source, витамин D3 повышенной силы действия, 25 мкг (1000 МЕ), 100 быстрорастворимых таблеток MicroLingual",Супер Сорс,4.9,424,442.14,1,[]
6108,Vitamins,Vitamin-D,"Now Foods, витамин D3, структурная поддержка, 10 мкг (400 МЕ), 180 мягких таблеток",Now Foods,4.7,507,343.9,1,['Витамин\xa0D3 50%']
18626,Vitamins,Vitamin-D,"Bluebonnet Nutrition, Витамин D3, 5000 МЕ, 120 растительных капсул",Блубоннэт Нутришен,4.9,526,1210.91,1,[' Витамин D3  5000 МЕ 1250 ']
46762,Vitamins,Vitamin-D,"21st Century, Витамин D3, 125 мкг (5000 МЕ), 360 таблеток",21 Сенчури,4.7,271,760.62,1,['Витамин\xa0D3 625%']
18445,Vitamins,Vitamin-D,"Thorne Research, D-1000, 90 капсул",Торн Ресерч,4.7,192,853.85,NULL,[' Витамин D  25 мкг 125 % ']
22869,Vitamins,Vitamin-D,"Source Naturals, Витамин D-3, 5,000 МЕ, 120 капсул",Сорс Начэралс,4.7,213,496.01,1,[]
55645,Vitamins,Vitamin-D,"Life Extension, витамин D3 с Sea-Iodine, 125 мкг (5000 МЕ), 60 капсул",Лайф Экстэншн,4.8,312,815.04,1,['Витамин\xa0D 125\xa0мкг625%']
52434,Vitamins,Vitamin-D,"21st Century, Витамин D3, 250 мкг (10 000 МЕ), 110 таблеток",21 Сенчури,4.6,213,574.41,1,['Витамин\xa0D3 1250%']
85529,Vitamins,Vitamin-D,"Solaray, витамины D3 и K2, без сои, 125 мкг (5000 МЕ), 120 растительных капсул",Соларай,4.8,1019,1446.11,1,"[' Витамин D-3   5000 МЕ  1250% ', ' Витамин К   50 мкг  63% ', ' Кальций   110 мг  11% ']"
39195,Vitamins,Vitamin-D,"Garden of Life, Vitamin Code, Raw D3, 5000 МЕ, 60 вегетарианских капсул",Гарден оф Лайф,4.8,250,1520.63,1,"['Витамин D* 5000 МЕ1250%', 'Хлорелла с разрушенной стенкой клеток и высоким содержанием омега-9250\xa0мг+', 'Смесь органических фруктов и овощей RAWОрганическое яблоко 150\xa0мг+', 'Смесь пробиотиков и ферментов RAWЛипаза, протеаза, аспарагиновая протеаза аспергиллов, бета-глюканaза, целлюлаза, бромелаин, фитаза, лактаза, папаин, пептидаза, пектиназа, ксиланаза, гемицеллюлаза, [Lactobacillus plantarum, Lactobacillus bulgaricus] 60\xa0мг+']"
80606,Vitamins,Vitamin-D,"Sports Research, витамин D3 с кокосовым маслом, 125 мкг (5000 МЕ), 30 мягких таблеток ",Спортс Ресерч,4.8,1682,346.2,1,[]
8743,Vitamins,Vitamin-D,"Carlson Labs, витамин D3, 2000 МЕ (50 мкг), 360 мягких таблеток",Карлсон Лэбс,4.8,362,1856.73,1,[]
23503,Vitamins,Vitamin-D,"Thorne Research, D-10 000, 250 мкг (10 000 МЕ), 60 капсул",Торн Ресерч,4.8,223,1474.83,1,[' Витамин D   250 мкг  1250% ']
46761,Vitamins,Vitamin-D,"21st Century, Витамин D3, 50 мкг (2000 МЕ), 250 мягких желатиновых капсул",21 Сенчури,4.6,97,536.01,1,[]
16666,Vitamins,Vitamin-D,"Source Naturals, Витамин D3, 2000 МЕ, 200 мягких таблеток",Сорс Начэралс,4.7,173,669.11,1,[' Кальций 51\xa0мг 5% ']
67799,Vitamins,Vitamin-D,"Nature's Bounty, Витамин D3, 50 мкг (2000 МЕ), 350 мягких желатиновых капсул",Натурес Баунти,4.8,104,1183.29,1,[]
46282,Vitamins,Vitamin-D,"Life Extension, витамин D3, 175 мкг (7000 МЕ), 60 мягких таблеток",Лайф Экстэншн,4.8,209,815.04,1,[]
1216,Vitamins,Vitamin-D,"Source Naturals, Витамин D3, 1000 МЕ, 200 таблеток",Сорс Начэралс,4.6,297,597.69,2,[]
11865,Vitamins,Vitamin-D,"Bluebonnet Nutrition, Витамин D3, 2000 МЕ, 250 желатиновых капсул",Блубоннэт Нутришен,4.7,231,1176.76,1,[' Витамин D3   2000 МЕ  500 ']
50385,Vitamins,Vitamin-D,"MRM, Веганский витамин D3, 5000 МЕ, 60 веганских капсул",МРМ,4.5,263,1210.14,1,[' Веганский витамин D3  5000 МЕ 1250 % ']
22870,Vitamins,Vitamin-D,"Source Naturals, Витамин D-3, 5000 МЕ, 240 капсул",Сорс Начэралс,4.7,213,899.65,1,[]
76634,Vitamins,Vitamin-D,"Zahler, Витамин D3, 50 000 МЕ, 120 капсул",Залер,4.8,656,2637.61,1,[]
50384,Vitamins,Vitamin-D,"MRM, Nutrition, витамин D3 для веганов, 2500 МЕ, 60 веганских капсул",МРМ,4.7,135,620.2,1,[]
66953,Vitamins,Vitamin-D,"Dr. Mercola, Витамины D3 и K2, 30 капсул",ДР. Меркола,4.7,156,2636.84,1,[' Витамин D3   625% ']
84836,Vitamins,Vitamin-D,"Carlson Labs, Elite Omega-3 с витаминами D и K, натуральный лимонный вкус, 60 (+ 30 бонусных) мягких капсул",Карлсон Лэбс,4.8,130,2788.2,1,"[' Калории  10 ', ' Всего жиров 1\xa0г  1%**', ' Витамин\xa0D  250%', ' Концентрат норвежского рыбьего жира  1\xa0г ', ' Всего жирных кислот омега-3♦ 700\xa0мг ', '  ЭПК ♦ 400\xa0мг ', ' ДГК ♦ 200\xa0мг ', ' Менахинон  90\xa0мкг ']"
76914,Vitamins,Vitamin-D,"Nature Made, D3, Extra Strength, 125 mcg, 90 Softgels",Натуре Маде,4.8,9,1235.75,1,[]
22614,Vitamins,Vitamin-D,"Carlson Labs, Витамин D3, 250 мкг (10 000 МЕ), 120 мягких желатиновых капсул",Карлсон Лэбс,4.7,121,1235.75,1,[]
17830,Vitamins,Vitamin-D,"Source Naturals, Витамин D-3, 2000 международных единиц, 200 мягких капсул",Сорс Начэралс,4.8,120,644.27,1,[]
24624,Vitamins,Vitamin-D,"Nature's Plus, Source of Life, Garden, витамин D3, 60 веганских капсул",Натурес Плюс,4.7,171,1007.54,2,"[' Витамин D  5000 МЕ 1250 %', ' Смесь сертифицированных органических грибов  - Гриб аурикулярия уховидная  500 мг ']"
35608,Vitamins,Vitamin-D,"Deva, веганский витамин D, D2, 60 мкг (2400 МЕ), 90 таблеток",Дева,4.5,105,594.59,1,[]
32475,Vitamins,Vitamin-D,"Nature's Bounty, D3, 25 мкг (1000 МЕ), 250 мягких таблеток ускоренного высвобождения",Натурес Баунти,4.6,89,724.31,1,[]
19118,Vitamins,Vitamin-D,"MegaFood, витамин D3, 2000 МЕ, 90 таблеток",Мегафудс,4.8,84,2512.64,1,"[' ♦\xa0Витамин\xa0D3  250% ', ' Питательная смесь продуктов и & трав Пекарские дрожжи , органическая морковь, корень органической свеклы 605\xa0мг ** ']"
46037,Vitamins,Vitamin-D,"Garden of Life, Vitamin Code, RAW D3, 50 мкг (2000 МЕ), 120 вегетарианских капсул",Гарден оф Лайф,4.7,279,2118.32,1,"['Витамин D* 2000\xa0МЕ500%', 'Хлорелла с разрушенной стенкой клеток и высоким содержанием омега-9250\xa0мг+', 'Смесь органических фруктов и овощей RAWОрганическое яблоко .110\xa0мг+', 'Смесь пробиотиков и ферментов RAWЛипаза, протеаза, аспарагиновая протеаза аспергиллов, бета-глюкан, целлюлаза, бромелаин, фитаза, лактаза, папаин, пептидаза, пектиназа, ксиланаза, гемицеллюлаза, [Lactobacillus plantarum, Lactobacillus bulgaricus] , Saccharomyces cerevisiae60\xa0мг+']"
40843,Vitamins,Vitamin-D,"Nature's Plus, Витамин D3/витамин K2, 1000 МЕ/100 мкг, 90 вегетарианских капсул",Натурес Плюс,4.6,100,1321.91,1,[' Витамин\xa0D3  1000\xa0МЕ 250% ']
76994,Vitamins,Vitamin-D,"Natrol, витамин D3, здоровье костей и суставов, максимальная сила действия, 10 000 МЕ, 60 таблеток",Нэтрол,4.8,93,620.2,1,"['Витамин\xa0D3 1250%', 'Бор 3\xa0мг*']"
70749,Vitamins,Vitamin-D,"Dr. Mercola, Липосомальный витамин D3, 1000 МЕ, 30 капсул",ДР. Меркола,4.7,61,877.91,1,[]
97675,Vitamins,Vitamin-D,"NATURELO, Витамин D3, на растительной основе, 5000 МЕ / 125 мкг, 180 капсул, которые легко глотать",NATURELO,4.9,125,2091.93,1,['Витамин\xa0D3 625%']
22344,Vitamins,Vitamin-D,"Garden of Life, Vitamin Code, RAW D3, 50 мкг (2000 МЕ), 60 вегетарианских капсул",Гарден оф Лайф,4.7,279,1248.95,1,NULL
101821,Vitamins,Vitamin-D,"Sports Research, Vitamin D3 with Coconut Oil, 250 mcg (10,000 IU), 120 Softgels",Спортс Ресерч,4.9,38,897.32,1,[]
61377,Vitamins,Vitamin-D,"Nordic Naturals, Витамин D3 5000, со вкусом апельсина, 5000 МЕ, 120 мягких желатиновых капсул",нордик Натуралс,4.8,125,1580.39,1,[' Витамин D3  625 % ']
37355,Vitamins,Vitamin-D,"21st Century, витамин D3, 125 мкг (5000 МЕ), 110 таблеток",21 Сенчури,4.7,271,536.01,1,['Витамин\xa0D3 625%']
5455,Vitamins,Vitamin-D,"Source Naturals, витамин K2 и D3, 60 таблеток",Сорс Начэралс,4.7,118,853.85,1,"['Витамин\xa0D3 10\xa0мкг50%', 'Витамин\xa0K  [MenaQ7®]100\xa0мкг83%']"
77400,Vitamins,Vitamin-D,"Natrol, Vitamin D3, Bone & Joint Health, Strawberry , 5,000 IU, 90 Tablets",Нэтрол,4.7,37,697.83,1,[]
101712,Vitamins,Vitamin-D,"Natural Factors, витамин D3, 250 мкг (10 000 МЕ), 120 мягких таблеток",Натурал Факторс,5.0,26,782.44,1,"['Витамин\xa0D3 1250%', 'Органическое льняное масло197,5\xa0мг**']"
17816,Vitamins,Vitamin-D,"Nordic Naturals, Omega-3D, со вкусом лимона, 1000 мг, 120 мягких желатиновых капсул",нордик Натуралс,4.7,201,2108.23,2,"[' Калорий 20   ', ' Калорий из жиров 20   ', ' Всего жиров 2 г 3 % ', ' Насыщенные жиры 0,6 г 3 % ', ' Трансжиры 0 г ', ' Витамин D3  1000 МЕ 250 % ', ' Всего омега-3 690 мг ', ' ЭПК  330 мг ', ' ДГК  220 мг ', ' Другие омега-3 кислоты 140 мг ']"
9847,Vitamins,Vitamin-D,"Enzymedica, Stem XCell, 60 капсул",Энзаймедика,4.4,79,1945.22,2,"[' Витамин D3  Вегетарианская  2000 МЕ  500% ', ' Собственная смесь NT-020  800 мг ', ' Экстракт зеленого чая   ** ', ' Черника Lowbush порошок   ** ', ' Карнозин  ** ', ' BioVin Advanced Red Grape Extract   ** ', ' Экстракт голубики VitaBlue   ** ', ' Ботанические ферменты улучшения  25 мг ', ' Гемицеллюлаза  3000 HCU  ** ', ' целлюлазы  200 у.е.  ** ', ' Ксиланазная  250 XU  ** ', ' Пектиназа   5 Эндо-ПГУ  ** ', ' Defenze Антиоксидантная смесь  25 мг ', ' каталазы  12.5 Бейкер  ** ', ' Супероксиддисмутаза   4 мг  ** ', ' Альфа-липоевая кислота  4 мг  ** ', ' Протеаз Thera-blend  2500 HUT  ** ', ' Глутатион   3 мг  ** ']"
23584,Vitamins,Vitamin-D,"Nature's Way, Витамин D3, 2000 МЕ, 240 мягких таблеток",Натурес Вэй,4.8,82,804.95,1,[]
86510,Vitamins,Vitamin-D,"Dr. Mercola, Липосомальный витамин D3, 10 000 МЕ, 30 капсул",ДР. Меркола,4.9,71,1756.6,1,[]
23079,Vitamins,Vitamin-D,"Nordic Naturals, Витамин D3, апельсин, 1000 МЕ, 120 штук",нордик Натуралс,4.9,125,1118.54,1,[' Витамин\xa0D3  125%']
40422,Vitamins,Vitamin-D,"Nature Made, D3, 2000 МЕ, 250 мягких желатиновых капсул",Натуре Маде,4.7,91,1537.7,1,[]
43057,Vitamins,Vitamin-D,"Nature's Way, Витамин D3, 5000 МЕ, 240 мягких таблеток",Натурес Вэй,4.6,83,1005.99,1,[]
41126,Vitamins,Vitamin-D,"Sundown Naturals, Витамин D3, 25 мкг (1000 МЕ), 400 мягких таблеток",Сандаун Нэчуралс,4.7,81,822.4,1,[]
40600,Vitamins,Vitamin-D,"Jarrow Formulas, Vitamin D3, Cholecalciferol, 25 mcg (1,000 IU), 100 Softgels",джэрроу формулас,4.8,217,420.71,1,[]
98381,Vitamins,Vitamin-D,"BioSchwartz, витамин D3 усиленного действия, 5000 МЕ, 360 капсул",BioSchwartz,4.8,86,1127.86,1,['Витамин\xa0D3 5000\xa0МЕ1250% ']
77398,Vitamins,Vitamin-D,"Natrol, Vitamin D3, Bone & Joint Health, Strawberry , 2,000 IU, 90 Tablets",Нэтрол,4.8,48,542.58,1,[' Витамин D3    250% ']
40980,Vitamins,Vitamin-D,"Nature's Bounty, D3, 250 мкг (10000 МЕ), 72 мягких капсул быстрого действия",Натурес Баунти,4.8,44,1044.97,1,[]
32418,Vitamins,Vitamin-D,"Nature's Bounty, Рыбий жир + D3, 90 быстро высвобождаемых мягких капсул",Натурес Баунти,4.6,79,895.33,1,"[' Калории  15 ', ' Всего жиров  1 г  1% ** ', ' Полиненасыщенные жиры  0,5 г  *** ', ' холестерин  10 мг  3% ', ' Витамин D   125% ', ' Рыбий жир  обеспечивает 360 мг Total Omega-3 жирных кислот  компрометация:  EPA   ***  ***  ***  ***  *** ']"
32101,Vitamins,Vitamin-D,"Nature's Bounty, D3, Maximum Strength, 5000 IU, 150 Softgels",Натурес Баунти,4.7,102,1065.09,1,[]
95083,Vitamins,Vitamin-D,"Dr. Mercola, Липосомный витамин D3, 10 000 МЕ, 90 капсул",ДР. Меркола,4.7,25,4219.56,1,[]
81130,Vitamins,Vitamin-D,"Zahler, Витамин D-3, улучшенная формула D3, 5000 МЕ, 120 мягких таблеток",Залер,4.9,54,1106.12,1,[]
89332,Vitamins,Vitamin-D,"EVLution Nutrition, Витамин D3 + K2, 60 капсул",Эвлюшэн Нутришен,4.7,49,1163.72,1,"[' Витамин D3  125\xa0мкг 625% ', ' Витамин K2  90\xa0мкг 75% ']"
17878,Vitamins,Vitamin-D,"Deva, Vegan Vitamin D, D2, 20 mcg (800 IU), 90 Tablets",Дева,4.6,74,445.55,1,[]
81368,Vitamins,Vitamin-D,"Mason Natural, Цитрат кальция с витамином D3, 60 капсуловидных таблеток",Масон Натуралс,4.7,78,354.74,1,['Кальций 315\xa0мг 25%']
64726,Vitamins,Vitamin-D,"Innate Response Formulas, витамин D3, 5000 МЕ, 60 капсул",Иннэйт Респонс формулас,4.9,25,2791.31,1,"['Витамин\xa0D3 125\xa0мкг625', '•\xa0Витамин\xa0K1 120\xa0мкг100', 'Витамин\xa0К2 80\xa0мкг**']"
46316,Vitamins,Vitamin-D,"Country Life, Vegan D3, 125 mcg (5,000 IU), 60 Vegan Softgels",Кантри Лайф,4.7,95,1745.93,1,[]
76913,Vitamins,Vitamin-D,"Nature Made, Vitamin D3, 50 mcg, 90 Softgels",Натуре Маде,4.7,91,888.0,1,[]
12663,Vitamins,Vitamin-D,"Carlson Labs, Solar D Gems, натуральный лимонный вкус, 4000 МЕ, 360 мягких таблеток",Карлсон Лэбс,4.8,110,2477.71,1,"[' Калории 5  ', ' Всего жиров 0,5\xa0г 1%** ', ' Холестерин 2,5\xa0мг  1% ', ' Витамин\xa0A  27\xa0мкг RAE 3% ', ' Витамин\xa0D  500% ', ' Витамин\xa0E  0,67\xa0мг  4% ', ' Жир печени норвежской трески 500\xa0мг ', ' Всего омега-3 жирных кислот 115\xa0мг ', ' ДГК \xa0♦ 50\xa0мг ', ' ЭПК \xa0♦ 42\xa0мг ']"
81378,Vitamins,Vitamin-D,"Mason Natural, Vitamin D3, 10 mcg (400 IU), 100 Softgels",Масон Натуралс,4.7,63,239.85,1,[]
13536,Vitamins,Vitamin-D,"Jarrow Formulas, витамин D3, холекальциферол, 1000 МЕ, 200 мягких таблеток",джэрроу формулас,4.8,217,652.81,1,[]
9443,Vitamins,Vitamin-D,"Country Life, Витамин D3, 1000 МЕ, 200 желатиновых капсул",Кантри Лайф,4.7,76,884.31,1,[]
80474,Vitamins,Vitamin-D,"Protocol for Life Balance, Витамин D-3, 10 000 ИЕ, 120 мягких капсул",Протокол Фор Лифе Балансе,4.5,33,1319.58,1,[' Витамин D3    1250% ']
10130,Vitamins,Vitamin-D,"Pure Essence, витамин D, 2000 МЕ, 30 вегитарианских капсул",Пуре Есеенс,4.5,13,555.78,1,[]
8741,Vitamins,Vitamin-D,"Bluebonnet Nutrition, витамин D3, 2000 МЕ, 180 растительных капсул",Блубоннэт Нутришен,4.7,231,1521.4,1,[' Витамин D3   2000 МЕ  500 ']
82953,Vitamins,Vitamin-D,"Zahler, Витамин D3, улучшенная формула D3, 3000 МЕ, 250 мягких желатиновых таблеток",Залер,4.5,45,1581.95,1,[' Витамин D3  3000 МЕ  750%']
99938,Vitamins,Vitamin-D,"EVLution Nutrition, Vitamin D3, 5,000 IU, 120 Softgels",Эвлюшэн Нутришен,4.7,75,542.74,1,['Vitamin D3 625%']
70165,Vitamins,Vitamin-D,"VegLife, Supreme Vegan D, 2,000 IU, 100 Tablets",Веглайф,4.5,32,438.57,1,"[' Витамин D   2000 МЕ  500% ', ' Синергетическая травяная основа   300 мг  * ']"
23179,Vitamins,Vitamin-D,"Nordic Naturals, Омега-3D, лимонный, 1000 мг, 60 мягких капсул",нордик Натуралс,4.7,201,1250.5,2,"[' Калорий 20  ', ' Калорий из жиров 20  ', ' Всего жиров 2 г 3%', ' Насыщенные жиры 0,6 г 3%', ' Трансжиры 0 г', ' Витамин D3  1000 МЕ 250%', ' Всего омега-3 690 мг', ' ЭПК  330 мг', ' ДГК  220 мг', ' Другие кислоты омега-3 140 мг']"
1212,Vitamins,Vitamin-D,"Source Naturals, Витамин D-3, 400 МЕ, 200 таблеток",Сорс Начэралс,4.6,50,576.74,1,[]
32084,Vitamins,Vitamin-D,"Nature's Bounty, D3, 50 mcg (2000 IU), 240 Rapid Release Softgels",Натурес Баунти,4.8,104,1039.94,1,[]
74637,Vitamins,Vitamin-D,"Enzymedica, Telomere Plus, 30 капсул",Энзаймедика,4.0,22,1855.18,1,"['Витамин\xa0D3 500\xa0МЕ125%', 'Смесь Telomerin™Корень астрагала 495\xa0мг**']"
14933,Vitamins,Vitamin-D,"MegaFood, витамин D3, 1000 МЕ, 90 таблеток",Мегафудс,4.5,37,1976.27,1,"['•\xa0Витамин\xa0D3 125', 'Питательная смесь продуктов и травОрганический коричневый рис, пекарские дрожжи , органическая брокколи, органическая морковь, органическая свекла650\xa0мг**']"
85538,Vitamins,Vitamin-D,"FutureBiotics, Vitamin D3, 5,000 IU, 90 Softgels",Фьючербайотикс,4.8,30,541.03,1,NULL
101668,Vitamins,Vitamin-D,"Natural Factors, Vegan Vitamin D3, 50 mcg (2,000 IU), 90 Vegetarian Capsules",Натурал Факторс,5.0,1,1016.86,1,[]
7462,Vitamins,Vitamin-D,"Nature's Plus, Vitamin D3, 400 IU, 90 Tablets",Натурес Плюс,4.4,15,377.25,1,[]
43985,Vitamins,Vitamin-D,"Bio Tech Pharmacal, D3-5 холекальциферол, 250 капсул",Био Тех Фармакал,4.6,53,1096.81,1,[]
11327,Vitamins,Vitamin-D,"Pure Essence, Breast-D, 30 капсул в растительной оболочке",Пуре Есеенс,4.3,29,1749.61,1,"['Vitamin D3 4000 IU500%', 'DIM 150 mg*', 'Calcium D-glucarate100 mg*', 'Green tea extract 60 mg*', 'Lycopene6.5 mg*']"
55186,Vitamins,Vitamin-D,"Bio Tech Pharmacal, D3-50, холекальциферол, 100 капсул",Био Тех Фармакал,4.6,117,2095.81,1,[]
96612,Vitamins,Vitamin-D,"Nu U Nutrition, Витамин D3 максимальной активности, 3000 МЕ, 180 мягких таблеток",Nu U Nutrition,5.0,4,1318.81,1,['Витамин\xa0D375\xa0мкг 1500\xa0']
42556,Vitamins,Vitamin-D,"MegaFood, Витамин D3, 2000 МЕ, 60 таблеток",Мегафудс,4.8,84,1965.4,1,"[' ♦Vitamin D3  250% ', ' Nourishing Food & Herb Blend S. cerevisiae, Organic Brown Rice, Organic Broccoli, Organic Parsley Leaf, Organic Carrot, Organic Beet Root 605 mg ** ']"
76102,Vitamins,Vitamin-D,"Jarrow Formulas, Vegan D3, 125 mcg (5,000 IU), 60 Veggie Caps",джэрроу формулас,4.7,10,1304.83,1,[]
101967,Vitamins,Vitamin-D,"New Chapter, Fermented Vitamin D3, 60 Vegan Tablets",Нью Чэптэ,5.0,5,2008.1,1,"['Vitamin D3 250%', 'Organic Turmeric  from ferment media120 mg*', 'Organic Reishi 20 mg\xa0*']"
103003,Vitamins,Vitamin-D,"Deva, Vegan Vitamin D, 125 mcg (5,000 IU), 90 Tablets",Дева,4.7,20827,1675.09,1,[]
43986,Vitamins,Vitamin-D,"Bio Tech Pharmacal, D3-5 Cholecalciferol, 250 Capsules",Био Тех Фармакал,4.8,16,1250.5,1,[]
40419,Vitamins,Vitamin-D,"Nature Made, Vitamin D3, 25 mcg, 100 Softgels",Натуре Маде,4.6,34,536.53,1,[]
96620,Vitamins,Vitamin-D,"Nu U Nutrition, витамин D3, 10 000 МЕ, 365 мягких таблеток",Nu U Nutrition,4.7,79,1318.81,1,['Витамин\xa0D3\xa0250\xa0мкг 5000']
11586,Vitamins,Vitamin-D,"Now Foods, Витамин D, высокоактивный, 1000 МЕ, 120 растительных капсул",Now Foods,4.6,223,490.57,1,[]
232,Vitamins,Vitamin-D,"Jarrow Formulas, Витамин D3, Холекальциферол, 400 МЕ, 100 гелевых капсул",джэрроу формулас,4.6,108,326.79,1,[]
40420,Vitamins,Vitamin-D,"Nature Made, Vitamin D3, 50 mcg, 100 Tablets",Натуре Маде,4.8,25,654.51,1,"[' Vitamin D3  250% ', ' Calcium  105 mg 8% ']"
58437,Vitamins,Vitamin-D,"Kirkman Labs, Витамин D3, 25 мкг (1000 МЕ), 120 капсул",Киркман Лэбс,4.9,50,912.06,1,[]
99559,Vitamins,Vitamin-D,"Carlson Labs, витамин D3, 10000 МЕ (250 мкг), 360 мягких таблеток",Карлсон Лэбс,5.0,5,3073.85,1,[]
15030,Vitamins,Vitamin-D,"21st Century, D3, 25 мкг (1000 МЕ), 110 таблеток",21 Сенчури,4.3,5803,271.68,1,['Витамин\xa0D3 130%']
85144,Vitamins,Vitamin-D,"Solaray, Супер био витамин D-3, 5 000 МЕ, 120 мягких таблеток",Соларай,4.3,98,745.95,1,[]
52924,Vitamins,Vitamin-D,"Pure Essence, Дим-D, 30 вегетарианских капсул",Пуре Есеенс,4.5,21,1749.61,1,"[' Vitamin D3  4000 IU 500% ', ' DIM  150 mg * ', ' Calcium D-glucarate 100 mg * ', ' Green tea extract  60 mg * ', ' Lycopene 6.5 g * ']"
50575,Vitamins,Vitamin-D,"Quality of Life Labs, Cartilast, 60 капсул",Куалити оф Лайф Лэбс,4.7,91,1238.86,2,"[' Витамин D3  1000\xa0МЕ 250% ', ' Витамин K2  90\xa0мкг 112% ', ' Бор  6\xa0мг ', ' Экстракт неомыляемых веществ плодов авокадо и сои , 90\xa0мг фитостеролов 300\xa0мг ']"
